,base_text,model,prediction,confidence
0,"WCUR is a non-commercial, educational radio station owned by West Chester University located in West Chester, Pennsylvania, USA. Its call sign denotes the university's initials. The radio station operates at a frequency of 91.7 MHz and primarily serves the West Chester area and nearby communities. WCUR is run by the university's students under the guidance and supervision of a faculty advisor from the university. It began its operations in the year 1963 and has since been an active part of the local broadcasting ecosystem. The station typically broadcasts in the 'college radio' format, providing a mix of music, news, sports, and other programs of interest to the university community. This platform provides its students an opportunity to gain practical experience in broadcasting and related fields while contributing to the local community. Throughout its history, it has proved to be an important source of informational and entertainment content for the university as well as the local community. WCUR’s entirely student-run operation gives it a unique position as it leans towards promoting emerging artists and new music favored by young adults. The station streams online, providing global access to its content.",gpt4,human,87
1,"The Bow Street Police Museum is a unique historical institution located in Covent Garden, London. This museum is situated in the original site of Bow Street Magistrates' Court and Police Station, a building with significant historical relevance. It is dedicated to preserving and showcasing the rich history of the Metropolitan Police Force, particularly the ""Bow Street Runners"", widely considered London's first professional police force. The museum, opened in 2020, chronicles over 250 years of crime and policing, with a primary focus on Bow Street's significant contribution. It houses an extensive collection of artifacts, documents, and exhibits relating to the history of policing, crime, and the justice system in Britain. Visitors can learn about famous trials that occurred at Bow Street, influential figures in British police history, and crucial developments in law enforcement practices. The museum also exhibits old uniforms, police equipment, and other related historical items. It is housed within No.1 Bow Street, a Grade II listed building, converted into a museum and mixed-use development. Through its exhibits and programming, the Bow Street Police Museum provides insights into the evolution of policing and justice in the UK. It is an invaluable resource for anyone interested in legal history, criminology, or the historic environment of Covent Garden.",gpt4,human,89
2,"Lake McLarty is a fresh to brackish water lake found in Western Australia. Located just north of the town of Myalup, Lake McLarty is a relatively shallow body of water covering an area of approximately 220 hectares. It is an important site for biodiversity, particularly for water birds and migratory waders. The lake falls within the Peel-Yalgorup system, which is recognized as a wetland of international importance under the Ramsar Convention. Its waters are often abundant with both native and migratory bird species, which thrive in the lake's nutrient-rich waters. The main water input comes from local rainfall, surface runoff and groundwater flow. During drier months, the lake can shrink considerably and sometimes disappear completely, leaving a clay base. The surrounding area includes vegetated dunes, shrublands and eucalyptus forests. There, recreational activities such as birdwatching and nature photography are popular. Conservation efforts are underway to preserve the lake's ecosystem and ensure the survival of the bird species that depend on it.
",gpt4,human,89
3,"""The Well of Loneliness"" is a significant work of lesbian literature written by British author Radclyffe Hall and published in 1928. The novel tells the story of Stephen Gordon, a woman who identifies as a lesbian and lives in an era where such identities were not generally accepted. The book is seen as a groundbreaking work, as it is one of the first novels in the English language to openly talk about homosexuality. The title ""The Well of Loneliness"" signifies the solitude experienced by those who live outside the social norms due to their sexuality. The book was subjected to a high-profile obscenity trial shortly after its publication leading to a ban in the UK. It was eventually allowed back into print following a successful legal challenge and has remained in print ever since. The novel is both praised for its daring depiction of lesbianism and criticized for its somber tone and lack of positive representation. Despite its complexities, ""The Well of Loneliness"" is considered a pioneering work in queer literature. Over the years, it has been analyzed and debated for its portrayal of gender and sexuality. Its controversial history and enduring influence make ""The Well of Loneliness"" a crucial work in the literary canon.
",gpt4,human,89
4,"Football strength, commonly recognized within the sporting world, refers to the physical attributes and conditioning that enhance performance in football. This encompasses various elements of fitness including muscular strength and power, cardiovascular endurance, speed, agility, and flexibility. A key aspect is muscular strength, which equips players to run fast, jump high, and maintain resilience against tackles. Building strength is achieved with a combination of resistance training and specific exercises tailored to the sport. Cardiovascular endurance is also integral to football strength as it ensures players can maintain a high intensity throughout the full 90 minutes of a match. Additional elements of football strength include speed and agility, qualities that allow players to rapidly change direction, accelerate, and decelerate. Flexibility, too, forms a part of football strength as it aids players in avoiding injuries and improving their range of motion. Therefore, football strength isn't just about sheer physical power, it encompasses a balance with endurance, speed, agility and flexibility that allows footballers to play to their highest level. Training for football strength varies, driven by the demands of the position a player holds on the field. In essence, the term 'football strength' summarizes the physical competence needed for success in the sport of football.",gpt4,ai,41
5,"Edward Goljan is an American physician known for his considerable contributions to the field of pathology education. Born in the United States, he graduated with a medical degree and further specialized in pathology. Goljan is recognized largely for his development and promotion of educational resources for medical students studying pathology, specifically those preparing for the United States Medical Licensing Examination (USMLE). His collection of lecture notes and audio transcripts, colloquially known as 'Goljan High Yield Notes' or 'Goljan Audio,' has guided many students through their study of pathology. His textbook, 'Rapid Review Pathology,' is another highly regarded resource. Beyond publishing, Dr. Goljan works as a faculty member in the medical field. He has held numerous positions at Oklahoma State University's Center for Health Sciences. Known for his charismatic teaching style, Dr. Goljan's ties to OSU extend over thirty years. Despite his long-standing career and publications, much of Dr. Edward Goljan's life outside of academia remains private. His dedication to education and mentorship has left a significant impact on the medical community, garnering him much respect among his peers and students.",gpt4,human,89
6,"Doc Powers, whose real name was Michael Riley Powers, was an American professional baseball player in the early 20th century. He was born February 22, 1870 in Pittsfield, Massachusetts, United States. Powers was notable for his dual career as a Major League Baseball (MLB) catcher and a practicing medical doctor. He played nine seasons in MLB for various teams, such as the Louisville Colonels, New York Giants, and the Philadelphia Athletics. His career spanned from 1898 to 1909, demonstrating consistency and skills both as a baseball player and as a physician. Powers earned his nickname ""Doc"" due to his medical background, as he was one of the very few MLB players to have a medical degree. His playing career ended tragically when he died following a surgery to treat internal injuries sustained during a game in 1909. Powers' legacy has had a lasting impact in the history of Major League Baseball. Despite its tragic end, his unique career stands as a testament to his diverse skill set. 'Doc' Powers remains a fascinating figure in baseball history, remembered by many for bridging the gap between sports and medicine.
",gpt4,human,89
7,"Nissan Slomiansky is an Israeli politician and a notable figure in the political landscape of the country. Born on November 13, 1945, he served as a member of the Knesset for several terms, representing various political parties over the years. Slomiansky was first elected to the Knesset in 1996 as a member of the National Religious Party. When the party merged with other right-wing and religious parties to form the Jewish Home in 2008, Slomiansky became a member of this new party. Throughout his political career, Slomiansky held multiple roles, including as chairman of the finance committee. He is known for his conservative views and religious background, making him an influential voice within the Jewish religious political bloc. Apart from politics, he is also a lawyer by profession. Slomiansky retired from politics in 2019. Despite his retirement, he continues to influence Israeli politics through his considerable following. His years of service and commitment to Israeli politics have left a significant mark on the country's political history.
",gpt4,human,89
8,"The Royal Ontario Museum (ROM) is a revered museum of art, culture, and nature located in Toronto, Ontario, Canada. Recognized as one of the largest museums in North America, it is also considered one of the most important. It was founded on April 16, 1912, and opened to the public on March 19, 1914. The museum operates under the auspices of the Government of Ontario. ROM is known for its extensive collections that span numerous disciplines such as archaeology, art history, natural history, and world cultures. With more than six million items and forty galleries, a number of major exhibitions, and dynamic programming, it captivates millions of visitors each year. Its high-profile exhibits cover a wide range of periods across world history and cultures. The museum has undergone multiple expansions, most notably the Michael Lee-Chin Crystal designed by Daniel Libeskind opened in 2007. Besides its exhibits, ROM also engages in extensive educational and research activities, making major contributions to the disciplines it represents. The Royal Ontario Museum is an illustrious symbol of Toronto, contributing greatly to the city’s cultural and educational landscape.",gpt4,human,89
9,"Impelsys is a private corporation, globally recognized in the field of technology and digital learning solutions. Established in 2001 and headquartered in New York, the company has an extended presence in Europe and India. Impelsys focuses on the distribution and monetization of digital content by helping publishers and educational institutions disseminate their knowledge through online platforms. Its flagship product, iPublishCentral, is a comprehensive platform that assists publishers in managing and distributing their digital content. Impelsys is known for leveraging technology and partnerships to provide sustainable and scalable business models to its customers. Beyond publishing services, the company also offers training and learning solutions, which involves the creation and distribution of online courses. Driven by innovation, Impelsys heavily invests in research and development to broaden their portfolio and devise user-friendly products. The company's services are utilized by an array of leading publishing houses, educational institutions, professional associations, and corporations around the world. Impelsys’ commitment to knowledge dissemination and lifelong learning sets it apart in the eLearning industry. Overall, Impelsys plays a crucial role in digitalizing and modernizing the learning and publishing sector.
",gpt4,human,88
10,"Jian Yi is a concept rooted in traditional Chinese culture and specifically pertains to the realm of martial arts. It refers to the principle of ""simplicity"" or ""ease"". The term is often used in the context of Tai Chi and other internal Chinese martial arts. In this perspective, Jian Yi signifies accomplishing more while using less effort and energy. It embodies the belief that excessive force or overexertion is counterproductive, and instead focuses on fluidity, flexibility, and efficiency of movement. Jian Yi can also be affiliated with the philosophical concepts of Taoism, such as naturalness and spontaneity. The practice of Jian Yi in martial arts is often compared to the motion of water, which is patient, gentle, yet overwhelmingly powerful. Additionally, Jian Yi is seen as a mental attribute and not just a physical one. It encompasses clarity of mind, calmness, and tranquillity, thereby integrating both physical and psychological aspects. Adopting Jian Yi, hence does not only serve to refine one's martial arts skills but also serves as a path to personal development and improved well-being.",gpt4,human,89
11,"Northwest Dallas is a diverse and substantial part of the city of Dallas, Texas, known for its blend of cultures and neighborhoods. It is a region in the city that is bordered by Interstate 35E to the east, Northwest Highway to the south, and the city of Irving to the west. The demographic makeup of Northwest Dallas is as varied as its landscape, with a high percentage of Hispanic and Latinx populations. There are also large African American and Non-Hispanic White communities present. Its neighborhoods consist of traditional family homes, apartment complexes, and towering office buildings. Notably, Northwest Dallas is home to the Dallas Love Field airport which is the city's secondary airport after the Dallas/Fort Worth International Airport. The area offers a range of services and activities from large shopping centers, a wide selection of dining options, and a number of parks for outdoor recreation. The collection of public and private schools in Northwest Dallas further indicate the area's family-friendly nature. Dallas's northwest region is a significant contributor to the economy of the city through its businesses and provides a hub of activity for locals and visitors alike. The area reflects the overall growth and vibrancy of Dallas, representing both its historical roots and present development.",gpt4,human,89
12,"Fred Wacker was an American engineer, executive, and two-time U.S. Formula One driver during the 1950s. Born in 1918 in Chicago, Illinois, Wacker comes from an established and prominent family within the region. He embarked on his racing career in 1950, driving an F2 Healey, with which he clinched two third-place finishes. Wacker made his mark in the U.S. racing circuit by winning several races in SCCA (Sports Car Club of America) before shifting his focus on international races. Further, Wacker was the third American to compete in the Formula One championship, making his debut in 1951 Belgian Grand Prix. He completed his last race in the 1954 French Grand Prix. Away from the race track, Wacker was also involved in his family's business, W.H. Wacker & Co., a chemical manufacturing company, where he served as President. Wacker passed away in 1998, leaving behind a legacy that notably intertwines the worlds of business and Formula One racing. His contribution to the sport and influence in the racing community is still recognized and celebrated.",gpt4,human,86
13,"Klarenbeek is a small village located in the Netherlands, within the municipality of Apeldoorn in the province of Gelderland. The community represents a mix of both residential and agricultural settings. Renowned locally for its scenic beauty, Klarenbeek is home to elegant manors, old farmhouses and expansive forests. The village's name, translated in English, means ""clear creek,"" giving a nod to the pristine meandering waterways in the area.

As of 2021, Klarenbeek has a population of just over 3,500 inhabitants. The village is celebrated for its tight-knit community spirit, lush landscapes, and peaceful ambience. Community services and amenities, such as schools, sports facilities, and shops, cater to the villagers whilst preserving its rural charm. 

The village is characterized by a number of events and festivities that take place annually, including various sports events and cultural experiences, which highlight Klarenbeek's vibrant community life. Several attractions in Klarenbeek include the Heidepark Veluwscheveld and the Openlucht Filmfestival. Klarenbeek, though small in size, offers a distinct and enjoyable living experience.",gpt4,human,89
14,"Sethu Lakshmi Bayi was a notable queen regent of the Indian Kingdom of Travancore from 1924 to 1931. She was born on November 19, 1895, as a member of the Travancore Royal Family. She ascended to the position of regent on the death of her uncle, Moolam Thirunal, as his successor, Chithira Thirunal Balarama Varma, was then underage. During her rule, she managed the kingdom's affairs and implemented numerous reforms in education, public health, and infrastructure. Many of these changes focused on the welfare of women. Sethu Lakshmi Bayi ensured the continuity of matrilineal succession in the state as was tradition, despite the national trend towards patriarchy. She also authored several books and was known for her philanthropy. The former queen regent passed away on February 23, 1985. Sethu Lakshmi Bayi's reign is regarded as an era of disciplined rule and progressive reforms.
",gpt4,human,89
15,"Miraculous Biglang Awa refers to a popular Filipino devotion towards the Blessed Virgin Mary for her spontaneous mercy. The term, when translated, refers to ""Immediate Mercy"". This title is derived from the miraculous image of the Virgin Mary venerated at the Barasoain Church in Malolos, Bulacan, Philippines. The devotion says that Her miraculous intercession had saved many Filipinos from various calamities and dangers, hence the term 'Biglang Awa' or immediate mercy. This belief has stemmed from the numerous miracles that were credited to her since the Spanish era. The image of Biglang Awa is often depicted with the Virgin Mary extending her hands, perceived as a sign of her giving mercy. Every year, there is a festival held in celebration of the Miraculous Virgin of Biglang Awa. The Biglang Awa has been a symbol of hope and consolation to many Filipino devotees, making her one of the most revered Marian images in the country. This devotion highlights the deep Catholic faith of the Filipino people and their steadfast belief in miracles and divine intervention. To this day, Biglang Awa remains a significant facet of Filipino spiritual culture and heritage.",gpt4,human,74
16,"Black Ven is a prominent coastal cliff situated between Lyme Regis and Charmouth in Dorset, England. It is the largest mudslide on the British coast and is part of the Jurassic Coast, a World Heritage Site that spans 185 million years of geological history. Black Ven boasts significant fossil occurrences including ichthyosaurs and ammonites. The term 'ven' possibly denotes a steep hill, highlighting its extensive coastal landscape. It was historically notorious for shipwrecks, prompting the establishing of the Charmouth life saving apparatus company in 1803. The island was also the scene of major landslides, particularly the infamous one in 2008 that resulted in significant alterations to its topography. Black Ven's mudslides regularly reveal strata from the Jurassic period, making it a popular place for fossil hunters, researchers, and enthusiasts. The cliff and its nearby location, Charmouth beach, receive thousands of visitors annually. The surrounding area is known for its natural beauty and biodiversity, hosting abundant wildlife and plant species. Therefore, Black Ven not only holds geological importance but also offers recreational and research opportunities.",gpt4,human,89
17,"The term ""1986 in Irish television"" refers to an array of television-related events, series debuts, finales, and cancellations that took place in Ireland in the year 1986. This period saw significant developments in Irish television broadcasting landscape. The year contributed to the shaping of Ireland's television history in unique ways. Key Irish television channels during this year included Raidió Teilifís Éireann (RTÉ), the national public service broadcaster, and its two channels RTÉ One and RTÉ Two. New television series that debuted in this year added to the diversity of Irish television, drawing in viewers and shaping cultural trends. This period also saw the end of certain shows, marking the end of an era in some aspects of Irish television. Additionally, television programming during 1986 reflected the social and political climate of the time, contributing to public discourse in Ireland. Television personalities who started or ended their careers in 1986 also played a significant part in Irish television history. Furthermore, international events like the World Cup or the Eurovision Song Contest were critical highlights of 1986 on Irish television. Altogether, 1986 in Irish television was a year of memorable programming, notable changes, and impactful moments that had a lasting effect on television in Ireland.",gpt4,human,89
18,"The Somnath–Jabalpur Express (via Itarsi) is a part of the Indian Railways network, providing connectivity between the cities of Somnath in Gujarat and Jabalpur in Madhya Pradesh. The train operates under the Western Railways zone and traverses a distance of approximately 1580 kilometres. Its journey takes it via Itarsi, a key railway junction in Madhya Pradesh. The assigned train numbers are 11463 / 11464 for the Somnath-Jabalpur Express. The train operates with a frequency of three days per week, offering sleeper, AC-three tier, and AC-two tier classes of travel. On its route, the train covers important cities such as Vadodara, Ratlam, Ujjain and Bhopal. Despite its long route, it offers a rather swift travel experience with an average speed of 53 kilometres per hour. The train has strict adherence to its scheduled time-table, ensuring minimal delays in arrival and departure. The Somnath-Jabalpur Express has garnered recognition for its excellent services and punctuality. The train plays a crucial role in bridging the gap between western and central India, providing crucial transport services for both local inhabitants and tourists.",gpt4,human,89
19,"Dudley North was a prominent Royal Navy officer from the United Kingdom whose service spanned much of the 18th century. Born in 1704 into a family of English gentry with a strong naval tradition, North would rise through the Navy's ranks to become a senior commander. Following in the footsteps of his father, the Hon. Roger North, Dudley North's own naval career began in earnest around 1720. He notably saw action during a number of significant conflicts including the War of Austrian Succession and the Seven Years' War. Dudley North commanded several important vessels and fleets during his time in service, notably the HMS Ramillies and a squadron in the East Indies. In his sunset years, North served as the Governor of Newfoundland from 1764 to 1768, during which time he oversaw the interests of the British fishing industry in the region. Dudley North passed away in 1774, leaving behind a legacy of service to the Royal Navy that spanned over five decades. His name and contributions to the Royal Navy are still remembered today. To date, he remains a significant part of British naval history.
",gpt4,human,87
20,"David Conte is an American composer and professor of music known for his extensive contribution to contemporary classical music. Born in 1955 in Denver, Colorado, he received his degrees from Bowling Green State University and Cornell University, later studying with renowned French teacher, Nadia Boulanger. He is a prolific composer, with over 100 compositions that range from solo piano pieces to orchestral works, many of which have been recorded and performed worldwide. Widely recognized for his choral compositions, Conte has also written numerous operas, song cycles, and symphonic pieces. His collaborations include working with top orchestras and ensembles like the San Francisco Symphony and Chorus. Conte is also deeply involved in academia, currently serving as a professor of composition at the San Francisco Conservatory of Music. Previously, he was a faculty member at Cornell University. He has received multiple honors, awards, and commissions for his outstanding contributions to music. Despite his professional achievements, Conte remains committed to nurturing young talent, providing mentoring and guidance to the next generation of composers. His dynamic creativity and passion for musical storytelling continue to inspire and influence the world of classical music.",gpt4,human,88
21,"Jonathan Hazard was a prominent American figure during the late 18th and early 19th century. Born in Rhode Island in 1729, Jonathan pursued a career in public service and became renowned for his political contributions. He was a steadfast Quaker, known to be anti-war and anti-slavery, traits which greatly influenced his political ideologies. A staunch advocate for the rights of the common people, he was instrumental in the development of Rhode Island's antimonarchic constitution in 1786, moulding the state's political landscape profoundly. He served as a delegate in the Continental Congress from 1780 to 1782 and also as Rhode Island's State Treasurer. His contributions to the United States' founding make him an essential figure in American history. Hazard passed away in 1817, leaving a legacy of principle and statesmanship. The Jonathan Hazard House, listed on the National Register of Historic Places, stands as a tribute to this remarkable individual. Despite his influential role, Hazard remains less known than other founding figures, largely due to Rhode Island's peripheral role during the Revolutionary War. Yet, his dedication to the cause of liberty is a testament to his resounding spirit, shaping the structure and ethos of American democracy.",gpt4,human,89
22,"The Florina pepper is a sweet cultivar of Capsicum annuum, grown famously in the Florina region of northern Greece. It is a product of Protected Geographical Indication, indicating its quality and reputation can be attributed to its place of origin. The Florina pepper is often known as 'Florinis' and is distinctive for its bright red color and horned shape. 

The pepper is typically 6-8 inches long and is full of flavor. The heartier walls and skin make it an excellent pepper for roasting. The Florina pepper is typically harvested in late summer to autumn and is celebrated as part of an annual 'Florina Pepper festival'. 

It is used to create various food products such as marmalades, spoon sweets or most commonly, roasted and preserved in vinegar and extra virgin olive oil. The roasted Florina peppers are also a key ingredient in Greek cuisine, particularly in regional pies. Beyond food, Florina peppers also contribute to the regional economy via exports. The pepper is a symbol of Florina and it's known for the sweet taste, rich texture and vivid color.
",gpt4,human,89
23,"""The History of Britain"" is a work of historical literature written by John Milton, the eminent English poet and intellectual. Milton, better known for his epic poem ""Paradise Lost"", wrote this history during the Interregnum after the English Civil War. Completed in 1670, the book covered Britain's history from the earliest times up to the Norman conquest in 1066. However, the narrative didn't adhere strictly to a chronological order, reflecting Milton's nuanced approach to historical recording. In his account, Milton extensively used older historical sources such as Geoffrey of Monmouth's ""Historia Regum Britanniae,"" seeking to reconcile them with modern historiography. This led to controversy over the veracity of some of his statements regarding the ancient British history. In Milton's belief, history could serve as a moral tutor, instructing a brave and virtuous lineage of citizens. His ""The History of Britain"" was also particularly noted for his republicanism, reflecting his ideological bias. Although the book wasn't as popular as his poetic works, it played a significant role in shaping the 18th-century historical writings about Britain. Today, it is mainly of interest to Milton scholars and historians for its unique perspective on British history.",gpt4,human,89
24,"""Amber Mote in the Black Vault"" is a terminology originating from the extensive and popular Warhammer 40,000 game lore. In this context, the Black Vault is a secretive repository of artefacts, technology, and knowledge, held by the Adeptus Mechanicus, the tech-priest sect of the Imperium. The ""Amber Mote"" is a particular item within the vault, believed to hold a major artificial intelligence named Void Dragon, one of the C'tan, ancient entities with God-like powers. It is said that this Amber Mote encapsulates the Void Dragon, dormant but unbroken.

This item is critical to the Adeptus Mechanicus as they worship the Void Dragon as the Omnissiah, the deity of all technology. As such, it's a key element of their faith and existence. The exact nature and capabilities of the Amber Mote are left obscure in the game's lore, adding to its mystique and importance. The 'vault' and 'mote' concept illustrate the Warhammer universe's love for immense, concealed power and its potentially catastrophic consequences if misused or misunderstood. Thus, 'Amber Mote in the Black Vault' symbolizes a hidden, significant, and dangerous force within an elaborately crafted mythology. It provides an opportunity for players and fans to explore the vast implications of artificial intelligence and faith in a futuristic, grimdark universe.",gpt4,human,89
25,"Sir Leonard Hutton (23 June 1916– 6 September 1990), popularly known as Len Hutton, was an illustrious English cricketer. Renowned as one of the greatest batsmen in the history of cricket, he represented Yorkshire County Cricket Club and England's national team. Born and bred in Yorkshire, Hutton's cricketing journey commenced with his local club Pudsey St Lawrence. Hutton made his first-class debut for Yorkshire in 1934, before establishing his place in the England team around 1937. He was notable for his technically sound and efficient batting style. He held the record for highest individual innings in a test match (364 runs), a feat he accomplished against Australia in 1938. His cricketing career was interrupted by the World War II, during which he suffered serious injuries. Hutton became England's first professional captain in 1952, leading the team until 1955. He retired in 1955 but stayed connected to the sport through various roles like broadcast commentator and cricket administrator. He was knighted for his services to cricket in 1956.",gpt4,ai,20
26,"The Crow people, also known as the Apsáalooke, are a Native American tribe from the United States, primarily residing in south central Montana. The term ""Apsáalooke"" translates to ""children of the large-beaked bird"", which was misinterpreted by early settlers to refer to the Crow. They have a matrilineal system, which means descent is traced through the female lineage. Crow people are known for their rich culture, particularly their deep spirituality often expressed through dance, music, and storytelling. They were historically nomadic buffalo hunters, moving frequently against the Great Plains landscape. After signing the Treaty of Fort Laramie in 1851, their traditional lands were significantly reduced. It was during the late 19th century that the Crow people mostly adopted a settled lifestyle. They maintain their cultural traditions in modern times, alongside participating in mainstream American life. Today, the Crow Indian Reservation covers over 2.2 million acres, including the majority of Big Horn County, Montana. Public institutions, like Little Bighorn College and the Crow Nation tribal schools, serve the educational needs of the community members.",gpt4,human,69
